,TRIP_MILES,TRIP_SECONDS,FARE,COMPANY,TIP_RATE,TRIP_MINUTES
4404,0.96,375,6.25,Flash Cab,0.0,6.25
4405,7.56,2953,30.0,City Service,25.4,49.21666666666667
4406,0.85,332,5.75,Sun Taxi,34.8,5.533333333333333
4407,7.11,2777,29.25,Flash Cab,0.0,46.28333333333333
4408,0.53,207,4.5,Blue Ribbon Taxi Association,22.2,3.45
4409,0.53,207,5.0,Flash Cab,0.0,3.45
4410,1.27,496,9.0,Globe Taxi,20.7,8.266666666666667
4411,0.74,289,5.5,Star North Taxi Management Llc,0.0,4.816666666666666
4412,1.16,453,6.75,City Service,21.3,7.55
4413,1.37,535,9.0,Sun Taxi,0.0,8.916666666666666
4414,2.2,859,9.78,Chicago Independents,23.0,14.316666666666666
4415,0.73,285,5.5,Chicago Independents,36.4,4.75
4416,1.25,488,7.25,24 Seven Taxi,0.0,8.133333333333333
4417,3.02,1179,13.0,Blue Ribbon Taxi Association,26.0,19.65
4418,0.52,203,4.75,Chicago Independents,0.0,3.3833333333333333
4419,14.32,5590,39.25,City Service,20.2,93.16666666666667
4420,0.83,324,6.0,Flash Cab,66.7,5.4
4421,1.45,566,7.75,City Service,38.7,9.433333333333334
4422,1.34,523,7.5,City Service,0.0,8.716666666666667
4423,1.74,679,9.0,City Service,23.0,11.316666666666666
4424,9.18,3582,26.63,Taxicab Insurance Agency Llc,0.0,59.7
4425,1.12,437,6.75,City Service,0.0,7.283333333333333
4426,7.73,3015,31.25,Flash Cab,0.0,50.25
4427,2.0,780,9.5,Taxi Affiliation Services,21.0,13.0
4428,1.3,507,7.25,City Service,55.2,8.45
4429,1.8,702,9.0,Sun Taxi,22.2,11.7
4430,2.0,780,9.75,"Taxicab Insurance Agency, LLC",21.0,13.0
4431,2.0,780,9.5,Taxi Affiliation Services,0.0,13.0
4432,1.2,468,7.0,Flash Cab,42.9,7.8
4433,2.0,780,9.75,U Taxicab,21.0,13.0
4434,2.4,936,11.25,Flash Cab,0.0,15.6
4435,2.0,780,9.5,Choice Taxi Association,21.1,13.0
4436,2.0,780,10.0,Blue Ribbon Taxi Association Inc.,26.0,13.0
4437,2.0,780,9.75,Taxi Affiliation Services,20.5,13.0
4438,1.3,507,9.0,City Service,22.9,8.45
4439,0.6,234,4.75,Chicago Independents,0.0,3.9
4440,2.0,780,9.75,"Taxicab Insurance Agency, LLC",20.9,13.0
4441,2.0,780,9.25,Taxi Affiliation Services,54.1,13.0
4442,1.0,390,6.5,Chicago Independents,30.8,6.5
4443,1.5,585,8.0,Flash Cab,37.5,9.75
4444,2.0,780,9.5,Taxi Affiliation Services,40.0,13.0
4445,2.0,780,9.75,Taxi Affiliation Services,0.0,13.0
4446,1.1,429,6.5,Star North Taxi Management Llc,15.4,7.15
4447,1.1,429,6.5,Taxicab Insurance Agency Llc,15.4,7.15
4448,1.29,503,9.0,Sun Taxi,11.6,8.383333333333333
4449,1.87,729,9.5,Sun Taxi,0.0,12.15
4450,1.77,690,8.75,Flash Cab,0.0,11.5
4451,1.86,725,9.52,Sun Taxi,23.0,12.083333333333334
4452,2.15,838,10.25,Flash Cab,0.0,13.966666666666667
4453,1.27,495,7.25,Medallion Leasin,0.0,8.25
4454,1.17,456,7.0,Flash Cab,0.0,7.6
4455,1.56,608,8.0,City Service,25.0,10.133333333333333
4456,0.68,265,5.25,Sun Taxi,21.9,4.416666666666667
4457,18.23,7104,64.5,Star North Taxi Management Llc,0.0,118.4
4458,1.55,604,8.0,Sun Taxi,0.0,10.066666666666666
4459,1.55,604,9.0,Sun Taxi,23.0,10.066666666666666
4460,1.83,713,9.25,Sun Taxi,27.0,11.883333333333333
4461,1.24,483,7.25,Flash Cab,41.4,8.05
4462,1.24,483,7.0,Sun Taxi,0.0,8.05
4463,7.39,2878,29.5,Flash Cab,0.0,47.96666666666667
4464,1.7,662,8.5,Flash Cab,0.0,11.033333333333333
4465,1.51,588,7.75,Flash Cab,0.0,9.8
4466,1.88,732,9.25,Medallion Leasin,21.6,12.2
4467,0.84,327,5.75,Sun Taxi,52.2,5.45
4468,6.05,2355,23.75,Flash Cab,0.0,39.25
4469,1.21,471,9.0,Sun Taxi,23.0,7.85
4470,2.79,1086,12.0,City Service,0.0,18.1
4471,3.7,1440,15.0,Taxi Affiliation Services,20.7,24.0
4472,3.7,1440,15.25,Taxi Affiliation Services,0.0,24.0
4473,3.7,1440,15.75,Taxi Affiliation Services,0.0,24.0
4474,1.66,646,8.75,Blue Ribbon Taxi Association,22.9,10.766666666666667
4475,0.92,358,5.75,Chicago Independents,0.0,5.966666666666667
4476,1.47,572,8.0,Globe Taxi,0.0,9.533333333333333
4477,0.55,214,4.75,Sun Taxi,0.0,3.566666666666667
4478,1.1,428,6.75,24 Seven Taxi,44.4,7.133333333333334
4479,1.37,533,7.5,Flash Cab,26.7,8.883333333333333
4480,0.82,319,5.5,Flash Cab,46.2,5.316666666666666
4481,2.08,809,10.0,Sun Taxi,0.0,13.483333333333333
4482,0.9,350,6.0,Medallion Leasin,0.0,5.833333333333333
4483,1.16,451,6.75,Blue Ribbon Taxi Association,29.6,7.516666666666667
4484,2.67,1038,11.5,Taxicab Insurance Agency Llc,17.4,17.3
4485,1.69,657,8.75,City Service,0.0,10.95
4486,0.71,276,5.5,Sun Taxi,36.4,4.6
4487,1.42,552,7.5,Taxicab Insurance Agency Llc,26.7,9.2
4488,2.21,859,10.19,24 Seven Taxi,23.0,14.316666666666666
4489,2.56,995,11.71,24 Seven Taxi,17.3,16.583333333333332
4490,1.41,548,7.75,Globe Taxi,38.7,9.133333333333333
4491,8.8,3420,51.0,"Taxicab Insurance Agency, LLC",18.2,57.0
4492,0.79,307,5.0,City Service,20.0,5.116666666666666
4493,1.93,750,9.5,Flash Cab,0.0,12.5
4494,1.4,544,7.75,Globe Taxi,25.8,9.066666666666666
4495,0.87,338,5.75,Sun Taxi,29.6,5.633333333333334
4496,0.52,202,4.75,Medallion Leasin,0.0,3.3666666666666667
4497,0.52,202,4.75,Flash Cab,63.2,3.3666666666666667
4498,1.04,404,6.5,Sun Taxi,0.0,6.733333333333333
4499,0.69,268,5.25,Blue Ribbon Taxi Association,80.0,4.466666666666667
4500,2.5,971,11.25,Sun Taxi,26.7,16.183333333333334
4501,1.98,769,9.63,Taxicab Insurance Agency Llc,5.7,12.816666666666666
4502,1.37,532,7.25,City Service,0.0,8.866666666666667
4503,1.71,664,8.75,Flash Cab,22.9,11.066666666666666
4504,1.7,660,8.75,Top Cab Affiliation,34.3,11.0
4505,1.7,660,8.75,Taxi Affiliation Services,45.7,11.0
4506,1.7,660,8.5,Choice Taxi Association,0.0,11.0
4507,1.7,660,8.5,Blue Ribbon Taxi Association Inc.,0.0,11.0
4508,1.7,660,8.5,Taxi Affiliation Services,0.0,11.0
4509,1.7,660,8.5,Choice Taxi Association,0.0,11.0
4510,1.7,660,9.0,Top Cab Affiliation,0.0,11.0
4511,1.7,660,8.75,"Taxicab Insurance Agency, LLC",0.0,11.0
4512,1.7,660,8.75,Taxi Affiliation Services,0.0,11.0
4513,1.7,660,8.75,Top Cab Affiliation,0.0,11.0
4514,1.7,660,8.25,Taxi Affiliation Services,0.0,11.0
4515,1.7,660,8.5,Taxi Affiliation Services,0.0,11.0
4516,1.7,660,8.5,Taxi Affiliation Services,0.0,11.0
4517,1.7,660,8.75,Top Cab Affiliation,20.0,11.0
4518,1.61,625,8.5,Star North Taxi Management Llc,0.0,10.416666666666666
4519,1.27,493,9.0,City Service,22.9,8.216666666666667
4520,1.1,427,6.75,Flash Cab,0.0,7.116666666666666
4521,1.52,590,9.0,Sun Taxi,22.9,9.833333333333334
4522,1.35,524,9.0,Sun Taxi,13.8,8.733333333333333
4523,6.74,2616,27.25,Flash Cab,0.0,43.6
4524,1.01,392,6.25,Sun Taxi,0.0,6.533333333333333
4525,3.28,1273,14.32,Medallion Leasin,14.0,21.216666666666665
4526,1.85,718,9.0,City Service,0.0,11.966666666666667
4527,1.68,652,8.75,Medallion Leasin,0.0,10.866666666666667
4528,1.09,423,6.75,Flash Cab,0.0,7.05
4529,6.36,2468,25.0,Flash Cab,0.0,41.13333333333333
4530,0.75,291,5.5,Sun Taxi,0.0,4.85
4531,0.5,194,4.75,Flash Cab,10.5,3.2333333333333334
4532,1.08,419,6.75,Globe Taxi,29.6,6.983333333333333
4533,2.22,861,10.25,City Service,0.0,14.35
4534,1.23,477,7.0,Medallion Leasin,0.0,7.95
4535,1.8,698,8.75,Chicago Independents,21.1,11.633333333333333
4536,2.29,888,10.75,Flash Cab,9.3,14.8
4537,0.73,283,5.25,Flash Cab,64.0,4.716666666666667
4538,0.81,314,5.5,Flash Cab,0.0,5.233333333333333
4539,0.72,279,5.25,24 Seven Taxi,0.0,4.65
4540,6.22,2410,23.25,Flash Cab,0.0,40.166666666666664
4541,0.79,306,5.75,Medallion Leasin,0.0,5.1
4542,1.1,426,6.5,Taxicab Insurance Agency Llc,0.0,7.1
4543,1.02,395,6.25,Flash Cab,0.0,6.583333333333333
4544,0.94,364,6.25,Flash Cab,0.0,6.066666666666666
4545,0.94,364,6.25,Flash Cab,48.0,6.066666666666666
4546,1.41,546,7.75,City Service,38.7,9.1
4547,3.89,1506,17.25,City Service,0.0,25.1
4548,0.7,271,5.5,Star North Taxi Management Llc,9.1,4.516666666666667
4549,0.7,271,5.0,City Service,0.0,4.516666666666667
4550,1.63,631,8.5,Flash Cab,0.0,10.516666666666667
4551,3.1,1200,14.0,Top Cab Affiliation,0.0,20.0
4552,0.93,360,6.0,Blue Ribbon Taxi Association,0.0,6.0
4553,0.62,240,5.0,Flash Cab,0.0,4.0
4554,0.93,360,6.0,Chicago Independents,16.7,6.0
4555,2.4,929,10.75,Medallion Leasin,0.0,15.483333333333333
4556,2.08,805,10.0,Chicago Independents,0.0,13.416666666666666
4557,1.22,472,6.75,Sun Taxi,29.6,7.866666666666666
4558,2.21,855,10.5,Flash Cab,28.6,14.25
4559,1.6,619,8.25,Sun Taxi,0.0,10.316666666666666
4560,5.7,2205,24.25,Flash Cab,0.0,36.75
4561,0.76,294,5.5,Taxicab Insurance Agency Llc,0.0,4.9
4562,1.82,704,9.0,Taxicab Insurance Agency Llc,0.0,11.733333333333333
4563,0.91,352,6.0,Flash Cab,0.0,5.866666666666666
4564,1.06,410,6.25,Blue Ribbon Taxi Association,12.2,6.833333333333333
4565,0.6,232,9.0,City Service,22.9,3.8666666666666667
4566,1.2,464,9.78,City Service,23.0,7.733333333333333
4567,2.09,808,9.25,Blue Ribbon Taxi Association,0.0,13.466666666666667
4568,1.64,634,8.25,Flash Cab,0.0,10.566666666666666
4569,0.82,317,9.0,Blue Ribbon Taxi Association,23.0,5.283333333333333
4570,2.31,893,10.5,Flash Cab,0.0,14.883333333333333
4571,3.8,1469,15.0,Blue Ribbon Taxi Association,0.0,24.483333333333334
4572,1.34,518,7.5,Flash Cab,0.0,8.633333333333333
4573,3.72,1438,15.25,Sun Taxi,20.7,23.966666666666665
4574,1.26,487,9.0,City Service,23.0,8.116666666666667
4575,1.63,630,8.5,Flash Cab,0.0,10.5
4576,4.66,1801,15.82,Globe Taxi,19.0,30.016666666666666
4577,1.1,425,6.5,Chicago Independents,30.8,7.083333333333333
4578,1.17,452,7.0,Chicago Independents,25.0,7.533333333333333
4579,0.95,367,6.25,24 Seven Taxi,21.6,6.116666666666666
4580,2.85,1101,12.25,Star North Taxi Management Llc,26.0,18.35
4581,1.68,649,8.5,Flash Cab,0.0,10.816666666666666
4582,8.54,3299,23.25,Flash Cab,0.0,54.983333333333334
4583,1.24,479,7.0,City Service,14.3,7.983333333333333
4584,1.82,703,9.25,Flash Cab,21.6,11.716666666666667
4585,1.09,421,6.5,Medallion Leasin,0.0,7.016666666666667
4586,1.96,757,9.5,Chicago Independents,21.1,12.616666666666667
4587,1.45,560,7.5,Flash Cab,0.0,9.333333333333334
4588,0.65,251,5.25,City Service,38.1,4.183333333333334
4589,1.3,502,7.25,Chicago Independents,41.4,8.366666666666667
4590,0.65,251,5.0,Flash Cab,0.0,4.183333333333334
4591,2.09,807,10.0,Flash Cab,0.0,13.45
4592,1.08,417,6.5,Flash Cab,0.0,6.95
4593,1.8,695,8.75,Chicago Independents,0.0,11.583333333333334
4594,2.8,1081,12.25,City Service,0.0,18.016666666666666
4595,0.86,332,5.75,Flash Cab,59.3,5.533333333333333
4596,0.86,332,6.0,Sun Taxi,0.0,5.533333333333333
4597,0.93,359,6.0,Sun Taxi,0.0,5.983333333333333
4598,1.43,552,8.0,Blue Ribbon Taxi Association,0.0,9.2
4599,0.57,220,4.75,Flash Cab,0.0,3.6666666666666665
4600,1.14,440,6.75,Sun Taxi,74.1,7.333333333333333
4601,1.85,714,9.25,Flash Cab,0.0,11.9
4602,0.64,247,5.25,City Service,38.1,4.116666666666666
4603,0.99,382,6.25,Flash Cab,0.0,6.366666666666666
4604,2.05,791,9.5,Flash Cab,0.0,13.183333333333334
4605,3.18,1227,13.75,Flash Cab,0.0,20.45
4606,1.2,463,7.0,Flash Cab,0.0,7.716666666666667
4607,1.62,625,8.25,Taxicab Insurance Agency Llc,32.4,10.416666666666666
4608,2.46,949,10.67,Star North Taxi Management Llc,23.0,15.816666666666666
4609,3.57,1377,14.0,Sun Taxi,0.0,22.95
4610,0.63,243,5.0,Sun Taxi,0.0,4.05
4611,1.4,540,7.5,Choice Taxi Association,0.0,9.0
4612,1.4,540,7.75,U Taxicab,1.0,9.0
4613,1.4,540,8.0,Taxi Affiliation Services,12.5,9.0
4614,1.4,540,7.75,Taxi Affiliation Services,25.8,9.0
4615,1.4,540,7.75,Taxi Affiliation Services,0.0,9.0
4616,1.4,540,7.5,Taxi Affiliation Services,0.0,9.0
4617,1.4,540,7.75,Top Cab Affiliation,0.0,9.0
4618,1.4,540,7.5,Chicago Independents,0.0,9.0
4619,1.4,540,8.25,Globe Taxi,0.0,9.0
4620,1.4,540,7.75,Taxi Affiliation Services,0.0,9.0
4621,1.4,540,8.0,Taxi Affiliation Services,33.3,9.0
4622,1.4,540,7.75,Taxi Affiliation Services,0.0,9.0
4623,1.4,540,7.75,Globe Taxi,38.7,9.0
4624,1.4,540,8.0,Taxi Affiliation Services,0.0,9.0
4625,1.4,540,7.25,"Taxicab Insurance Agency, LLC",27.6,9.0
4626,1.4,540,7.25,Taxi Affiliation Services,0.0,9.0
4627,1.4,540,7.75,Chicago Independents,0.0,9.0
4628,1.4,540,7.5,Globe Taxi,0.0,9.0
4629,1.54,594,7.75,Flash Cab,25.8,9.9
4630,1.61,621,8.5,Flash Cab,0.0,10.35
4631,1.4,540,7.5,Taxi Affiliation Services,0.0,9.0
4632,0.7,270,5.25,Blue Ribbon Taxi Association,32.0,4.5
4633,1.4,540,7.5,U Taxicab,0.0,9.0
4634,1.4,540,7.75,Globe Taxi,25.8,9.0
4635,1.4,540,7.75,Taxi Affiliation Services,12.9,9.0
4636,3.97,1531,15.25,Flash Cab,0.0,25.516666666666666
4637,1.6,617,8.25,City Service,0.0,10.283333333333333
4638,0.76,293,5.75,City Service,0.0,4.883333333333334
4639,0.96,370,6.0,Flash Cab,0.0,6.166666666666667
4640,0.82,316,5.75,Medallion Leasin,34.8,5.266666666666667
4641,1.84,709,8.5,Flash Cab,0.0,11.816666666666666
4642,0.68,262,5.25,24 Seven Taxi,57.1,4.366666666666666
4643,2.1,809,10.0,Chicago Independents,0.0,13.483333333333333
4644,1.76,678,8.75,Chicago Independents,22.9,11.3
4645,0.88,339,6.0,Flash Cab,0.0,5.65
4646,0.88,339,11.0,Blue Ribbon Taxi Association,11.7,5.65
4647,1.42,547,9.0,Sun Taxi,23.0,9.116666666666667
4648,2.02,778,10.0,Taxicab Insurance Agency Llc,0.0,12.966666666666667
4649,1.01,389,6.25,Sun Taxi,48.0,6.483333333333333
4650,1.34,516,7.5,Flash Cab,21.3,8.6
4651,1.07,412,6.5,24 Seven Taxi,0.0,6.866666666666666
4652,3.34,1286,13.75,Flash Cab,0.0,21.433333333333334
4653,0.8,308,5.75,Star North Taxi Management Llc,0.0,5.133333333333334
4654,0.53,204,4.75,Chicago Independents,0.0,3.4
4655,0.79,304,5.75,Patriot Taxi Dba Peace Taxi Associat,15.0,5.066666666666666
4656,9.2,3540,33.5,Taxi Affiliation Services,0.0,59.0
4657,0.92,354,6.0,Chicago Independents,0.0,5.9
4658,1.51,581,9.0,Chicago Independents,23.0,9.683333333333334
4659,3.61,1389,14.0,Sun Taxi,23.0,23.15
4660,1.77,681,9.25,Blue Ribbon Taxi Association,0.0,11.35
4661,0.59,227,5.0,City Service,0.0,3.783333333333333
4662,0.98,377,6.5,Sun Taxi,0.0,6.283333333333333
4663,1.24,477,7.25,Sun Taxi,0.0,7.95
4664,1.5,577,9.0,Chicago Independents,0.0,9.616666666666667
4665,1.04,400,6.5,Flash Cab,0.0,6.666666666666667
4666,1.62,623,8.25,Sun Taxi,0.0,10.383333333333333
4667,1.36,523,7.5,City Service,0.0,8.716666666666667
4668,1.87,719,8.75,Flash Cab,0.0,11.983333333333333
4669,0.9,346,6.0,Chicago Independents,50.0,5.766666666666667
4670,1.6,615,8.0,Star North Taxi Management Llc,25.0,10.25
4671,0.64,246,5.0,Taxicab Insurance Agency Llc,33.3,4.1
4672,1.28,492,9.0,Chicago Independents,23.0,8.2
4673,1.28,492,7.25,Medallion Leasin,27.6,8.2
4674,7.55,2902,30.5,Flash Cab,0.0,48.36666666666667
4675,2.17,834,10.0,Blue Ribbon Taxi Association,20.0,13.9
4676,1.4,538,7.25,Chicago Independents,0.0,8.966666666666667
4677,2.41,926,10.19,Taxicab Insurance Agency Llc,23.0,15.433333333333334
4678,0.57,219,4.75,Medallion Leasin,0.0,3.65
4679,1.14,438,6.75,Flash Cab,44.4,7.3
4680,0.95,365,6.0,Flash Cab,0.0,6.083333333333333
4681,3.86,1483,14.7,Blue Ribbon Taxi Association,17.3,24.716666666666665
4682,0.82,315,5.75,City Service,34.8,5.25
4683,2.58,991,10.43,City Service,23.0,16.516666666666666
4684,2.07,795,10.0,Sun Taxi,20.0,13.25
4685,1.69,649,9.0,Star North Taxi Management Llc,22.9,10.816666666666666
4686,0.5,192,4.5,Chicago Independents,0.0,3.2
4687,2.5,960,10.75,Taxi Affiliation Services,0.0,16.0
4688,2.5,960,11.0,Chicago Independents,0.0,16.0
4689,0.5,192,4.75,Sun Taxi,0.0,3.2
4690,0.81,311,5.75,Chicago Independents,34.8,5.183333333333334
4691,0.87,334,5.75,Flash Cab,44.4,5.566666666666666
4692,0.93,357,6.0,Globe Taxi,33.3,5.95
4693,1.3,499,9.0,Sun Taxi,11.6,8.316666666666666
4694,0.99,380,6.25,Medallion Leasin,0.0,6.333333333333333
4695,4.94,1896,16.45,City Service,6.1,31.6
4696,1.85,710,9.25,City Service,21.6,11.833333333333334
4697,2.46,944,10.75,Flash Cab,0.0,15.733333333333333
4698,7.31,2805,29.5,Medallion Leasin,0.0,46.75
4699,1.84,706,9.0,Medallion Leasin,0.0,11.766666666666667
4700,1.71,656,8.5,Flash Cab,35.3,10.933333333333334
4701,1.89,725,9.5,Flash Cab,0.0,12.083333333333334
4702,1.34,514,9.0,City Service,23.0,8.566666666666666
4703,2.68,1028,11.22,Sun Taxi,0.0,17.133333333333333
4704,1.27,487,7.25,Taxicab Insurance Agency Llc,27.6,8.116666666666667
4705,1.39,533,9.0,Sun Taxi,23.0,8.883333333333333
4706,1.63,625,8.5,24 Seven Taxi,35.3,10.416666666666666
4707,2.65,1016,11.75,Medallion Leasin,0.0,16.933333333333334
4708,3.6,1380,17.25,"Taxicab Insurance Agency, LLC",20.5,23.0
4709,0.96,368,6.25,Sun Taxi,32.0,6.133333333333334
4710,1.44,552,9.0,Blue Ribbon Taxi Association,11.6,9.2
4711,0.6,230,4.75,Globe Taxi,63.2,3.8333333333333335
4712,1.44,552,8.0,Taxicab Insurance Agency Llc,0.0,9.2
4713,2.87,1100,12.5,Taxicab Insurance Agency Llc,0.0,18.333333333333332
4714,1.61,617,8.5,City Service,23.5,10.283333333333333
4715,1.55,594,8.0,Flash Cab,15.0,9.9
4716,1.49,571,8.0,Taxicab Insurance Agency Llc,0.0,9.516666666666667
4717,1.49,571,9.0,24 Seven Taxi,22.9,9.516666666666667
4718,2.5,958,11.25,Sun Taxi,0.0,15.966666666666667
4719,1.19,456,7.0,Flash Cab,0.0,7.6
4720,1.19,456,7.0,Sun Taxi,0.0,7.6
4721,1.9,728,9.5,Medallion Leasin,0.0,12.133333333333333
4722,1.72,659,8.5,Flash Cab,35.3,10.983333333333333
4723,1.54,590,8.0,Blue Ribbon Taxi Association,0.0,9.833333333333334
4724,0.71,272,5.25,Blue Ribbon Taxi Association,57.1,4.533333333333333
4725,1.42,544,7.75,Taxicab Insurance Agency Llc,0.0,9.066666666666666
4726,1.18,452,9.0,Sun Taxi,11.6,7.533333333333333
4727,0.53,203,4.75,Flash Cab,0.0,3.3833333333333333
4728,1.0,383,6.25,Flash Cab,0.0,6.383333333333334
4729,1.47,563,9.0,Sun Taxi,11.6,9.383333333333333
4730,4.81,1842,14.87,City Service,0.0,30.7
4731,2.17,831,9.09,City Service,5.7,13.85
4732,1.58,605,8.0,Medallion Leasin,0.0,10.083333333333334
4733,1.93,739,9.0,Flash Cab,11.6,12.316666666666666
4734,1.87,716,9.25,Blue Ribbon Taxi Association,21.6,11.933333333333334
4735,4.09,1566,14.13,Globe Taxi,23.0,26.1
4736,0.7,268,5.25,City Service,0.0,4.466666666666667
4737,1.75,670,8.5,Flash Cab,0.0,11.166666666666666
4738,0.7,268,5.25,Chicago Independents,57.1,4.466666666666667
4739,1.28,490,7.25,Medallion Leasin,27.6,8.166666666666666
4740,4.01,1535,16.25,Flash Cab,0.0,25.583333333333332
4741,1.27,486,7.25,Flash Cab,27.6,8.1
4742,1.5,574,8.0,Medallion Leasin,0.0,9.566666666666666
4743,8.82,3375,33.25,Medallion Leasin,25.4,56.25
4744,2.13,815,9.57,City Service,23.0,13.583333333333334
4745,1.95,746,9.75,Sun Taxi,19.5,12.433333333333334
4746,9.1,3480,30.75,Taxi Affiliation Services,0.0,58.0
4747,1.99,761,9.0,Blue Ribbon Taxi Association,34.6,12.683333333333334
4748,1.59,608,9.0,Globe Taxi,23.0,10.133333333333333
4749,2.1,803,9.75,Chicago Taxicab,0.0,13.383333333333333
4750,10.2,3900,36.25,Choice Taxi Association,20.3,65.0
4751,1.3,497,7.0,Chicago Independents,0.0,8.283333333333333
4752,2.71,1036,11.0,Medallion Leasin,0.0,17.266666666666666
4753,0.62,237,5.0,Sun Taxi,60.0,3.95
4754,1.24,474,7.0,Blue Ribbon Taxi Association,57.1,7.9
4755,1.35,516,7.5,City Service,26.7,8.6
4756,0.73,279,5.25,Flash Cab,0.0,4.65
4757,1.29,493,9.0,Chicago Independents,11.6,8.216666666666667
4758,1.79,684,8.75,Flash Cab,22.9,11.4
4759,1.9,726,9.25,Chicago Independents,43.2,12.1
4760,0.89,340,6.0,Sun Taxi,33.3,5.666666666666667
4761,0.5,191,4.5,Chicago Independents,33.3,3.183333333333333
4762,0.5,191,4.75,City Service,84.2,3.183333333333333
4763,1.72,657,9.0,Taxicab Insurance Agency Llc,23.0,10.95
4764,1.83,699,9.0,Blue Ribbon Taxi Association,21.1,11.65
4765,0.83,317,6.0,Flash Cab,0.0,5.283333333333333
4766,1.16,443,6.75,Blue Ribbon Taxi Association,0.0,7.383333333333334
4767,1.49,569,9.0,Sun Taxi,23.0,9.483333333333333
4768,2.2,840,10.25,Choice Taxi Association,31.2,14.0
4769,1.1,420,6.5,"Taxicab Insurance Agency, LLC",30.8,7.0
4770,1.1,420,6.75,Taxi Affiliation Services,0.0,7.0
4771,1.1,420,6.75,"Taxicab Insurance Agency, LLC",0.0,7.0
4772,2.2,840,9.75,Taxi Affiliation Services,0.0,14.0
4773,1.1,420,6.5,Choice Taxi Association,37.5,7.0
4774,1.1,420,6.25,Taxi Affiliation Services,32.0,7.0
4775,4.4,1680,18.5,Top Cab Affiliation,0.0,28.0
4776,1.1,420,6.75,Taxi Affiliation Services,15.0,7.0
4777,1.1,420,6.75,Taxi Affiliation Services,0.0,7.0
4778,1.1,420,6.5,"Taxicab Insurance Agency, LLC",30.8,7.0
4779,1.1,420,6.5,"Taxicab Insurance Agency, LLC",30.8,7.0
4780,1.1,420,6.5,Chicago Independents,0.0,7.0
4781,1.1,420,6.5,Taxi Affiliation Services,30.8,7.0
4782,1.1,420,6.75,Taxi Affiliation Services,0.0,7.0
4783,1.1,420,6.5,Top Cab Affiliation,0.0,7.0
4784,1.1,420,6.5,Taxi Affiliation Services,30.8,7.0
4785,1.1,420,6.75,Taxi Affiliation Services,29.6,7.0
4786,1.1,420,6.75,Taxi Affiliation Services,0.0,7.0
4787,1.1,420,6.75,"Taxicab Insurance Agency, LLC",44.4,7.0
4788,1.1,420,6.5,Choice Taxi Association,23.1,7.0
4789,1.1,420,6.75,Globe Taxi,0.0,7.0
4790,1.1,420,6.75,Taxi Affiliation Services,44.4,7.0
4791,2.2,840,10.25,Top Cab Affiliation,0.0,14.0
4792,1.1,420,6.75,KOAM Taxi Association,20.9,7.0
4793,3.3,1260,13.0,Taxi Affiliation Services,0.0,21.0
4794,1.1,420,6.5,Taxi Affiliation Services,0.0,7.0
4795,1.1,420,6.75,Globe Taxi,29.6,7.0
4796,1.1,420,7.25,Taxi Affiliation Services,0.0,7.0
4797,1.1,420,6.5,Top Cab Affiliation,0.0,7.0
4798,1.1,420,6.5,Taxi Affiliation Services,0.0,7.0
4799,1.1,420,6.75,Blue Ribbon Taxi Association Inc.,0.0,7.0
4800,1.1,420,6.75,Taxi Affiliation Services,0.0,7.0
4801,1.1,420,6.75,U Taxicab,29.6,7.0
4802,1.1,420,6.75,Top Cab Affiliation,0.0,7.0
4803,1.1,420,6.75,Top Cab Affiliation,0.0,7.0
4804,2.2,840,10.25,Taxi Affiliation Services,29.3,14.0
4805,1.1,420,6.75,Taxi Affiliation Services,0.0,7.0
4806,1.1,420,6.5,Taxi Affiliation Services,46.2,7.0
4807,1.1,420,6.5,Choice Taxi Association,20.0,7.0
4808,1.1,420,6.75,Top Cab Affiliation,29.6,7.0
4809,1.1,420,6.75,Taxi Affiliation Services,0.0,7.0
4810,1.1,420,6.5,Taxi Affiliation Services,20.0,7.0
4811,1.1,420,6.5,Taxi Affiliation Services,0.0,7.0
4812,1.1,420,6.75,Taxi Affiliation Services,44.4,7.0
4813,1.1,420,6.5,Top Cab Affiliation,66.7,7.0
4814,1.1,420,6.5,Choice Taxi Association,0.0,7.0
4815,1.1,420,6.5,Taxi Affiliation Services,0.0,7.0
4816,2.2,840,9.5,Taxi Affiliation Services,0.0,14.0
4817,1.1,420,6.5,Taxi Affiliation Services,76.9,7.0
4818,1.1,420,6.75,Taxi Affiliation Services,51.6,7.0
4819,1.1,420,6.75,Globe Taxi,29.6,7.0
4820,1.1,420,6.5,U Taxicab,0.0,7.0
4821,1.1,420,6.25,"Taxicab Insurance Agency, LLC",0.0,7.0
4822,1.1,420,6.5,4787 - 56058 Reny Cab Co,30.8,7.0
4823,1.1,420,6.75,"Taxicab Insurance Agency, LLC",29.6,7.0
4824,1.1,420,6.0,Taxi Affiliation Services,0.0,7.0
4825,1.1,420,6.5,Chicago Independents,26.7,7.0
4826,2.2,840,10.0,Top Cab Affiliation,21.0,14.0
4827,1.1,420,6.5,"Taxicab Insurance Agency, LLC",46.2,7.0
4828,1.1,420,6.5,"Taxicab Insurance Agency, LLC",0.0,7.0
4829,1.1,420,6.25,Taxi Affiliation Services,48.0,7.0
4830,1.1,420,6.5,Taxi Affiliation Services,26.7,7.0
4831,1.1,420,7.0,Taxi Affiliation Services,42.9,7.0
